content,score,reviewCreatedVersion,at,sentiment,sentiment_score
Pasti gangguan.,1,,2024-12-03 04:44:03,LABEL_0,0.9998528957366943
bagus,5,2.74.0,2024-12-03 04:28:40,LABEL_0,0.9995343685150146
Top,5,2.74.0,2024-12-03 04:13:18,LABEL_1,0.9998283386230469
Mantap kale,5,2.72.0,2024-12-03 04:11:45,LABEL_0,0.9997850060462952
Bagus sekali,5,2.74.0,2024-12-03 04:06:08,LABEL_0,0.9997579455375671
Mantap,5,2.74.0,2024-12-03 03:45:11,LABEL_1,0.9820002913475037
"mudh menggunakannya ,dan cara dftrnya mudah bgt gausah k bank udh bsa di gunakan",5,2.74.0,2024-12-03 03:36:27,LABEL_1,0.7917662262916565
Semoga tambah maju🥰🥰🥰,5,2.74.0,2024-12-03 03:34:50,LABEL_1,0.9998424053192139
👌👌👌,5,2.74.0,2024-12-03 03:32:41,LABEL_0,0.9997181296348572
"Jika saya aman menyimpan atau menabung di bank BRI, saya rasa kalian menabung ke sini saja",4,2.74.0,2024-12-03 03:31:33,LABEL_1,0.9990363121032715
"Saya isi paket data disini tidak kunjung masuk,status aktivitas dalam proses,saldo sudah kepotong 100.000",1,,2024-12-03 03:23:18,LABEL_0,0.9999164342880249
Good,5,2.73.0,2024-12-03 03:09:54,LABEL_1,0.9998272061347961
Yang paling Riskan adalah ketika tengah malam token listrik habis setelah menggunakan Apk BRImo tidak khawatir lagi kehabisan token listrik dan memudahkan tarik uang di BRILINK terdekat menggunakan mbanking tanpa harus ngantri di ATM.,5,2.72.0,2024-12-03 03:03:04,LABEL_1,0.9998488426208496
BRImo ini sangat membantu sya buat berbisnis makasih BRImo🙏,5,2.74.0,2024-12-03 03:02:59,LABEL_1,0.9998868703842163
aman dan sangat muda😘😘,5,2.74.0,2024-12-03 03:02:50,LABEL_0,0.9998859167098999
bagus,5,,2024-12-03 02:59:02,LABEL_0,0.9995343685150146
Memudahkan sayaa... Terimakasih,5,,2024-12-03 02:54:57,LABEL_1,0.9998383522033691
ini tanggal 2 desember ko tiba tiba masuk sandi salah. tidak bisa masuk kenapa,4,2.74.0,2024-12-03 02:54:46,LABEL_0,0.9999339580535889
membantu sekali,5,2.74.0,2024-12-03 02:53:23,LABEL_0,0.99992835521698
Semogah dana aman terusss dan tdk trlalu banyak potongan,5,,2024-12-03 02:38:07,LABEL_1,0.925929069519043
"Proses cepat aman, nyaman dan terpercaya sukses terus BRImo recommended",5,2.74.0,2024-12-03 02:38:02,LABEL_1,0.999842643737793
Bagus,5,2.74.0,2024-12-03 02:33:15,LABEL_1,0.9978862404823303
Mempermudahak transaksi 👍👍👍,5,2.74.0,2024-12-03 02:31:55,LABEL_1,0.9998557567596436
Sangat membantu,5,2.74.0,2024-12-03 02:17:27,LABEL_0,0.9348582029342651
"Lengkap fitur,praktis dan mudah 👍👍",5,2.74.0,2024-12-03 02:15:41,LABEL_1,0.9998441934585571
Mantap,5,2.72.0,2024-12-03 02:12:20,LABEL_1,0.9820002913475037
BRIkan semangatMO,5,2.74.0,2024-12-03 02:07:43,LABEL_1,0.9997954964637756
"saldo tiba tiba hilang, riwayat transaksi harusnya ada, dan ini tidak ada, tapi saldo hilang... kecewa sangat auto pindah bank",1,2.74.0,2024-12-03 02:05:21,LABEL_0,0.9999300241470337
Mudah.. praktis dan cepat..👍👍👍,5,2.71.1,2024-12-03 01:55:04,LABEL_1,0.9998260140419006
Quirisku knpa ngabisa ya,5,2.74.0,2024-12-03 01:52:41,LABEL_0,0.999927282333374
Josss,5,2.74.0,2024-12-03 01:49:33,LABEL_0,0.9998679161071777
Dengan menggunakan mobile bangking dari brimo semua transaksi jadi cepat dan mudah,5,2.74.0,2024-12-03 01:49:30,LABEL_1,0.9998120665550232
Mudah transaksi,5,2.74.0,2024-12-03 01:46:09,LABEL_1,0.9996755123138428
Lebih praktis dan aman semoga tambah nyaman,5,2.72.0,2024-12-03 01:45:41,LABEL_1,0.99968421459198
Sangat membantu,5,2.74.0,2024-12-03 01:44:07,LABEL_0,0.9348582029342651
"Setelah saya menerima sms untuk verifikasi login di arahkan ke chrome tapi ketika saya klik tombol ""Buka BRImo"" tidak berpindah ke halaman Brimo Mohon tanggapannya karna ini bukan pertama kalinya Terimakasih",3,2.74.0,2024-12-03 01:36:41,LABEL_0,0.9999016523361206
Bagus dann keren,5,2.72.0,2024-12-03 01:35:18,LABEL_1,0.9996422529220581
Fast transaction,5,2.74.0,2024-12-03 01:34:39,LABEL_0,0.9998941421508789
Kebanyakan potongan admin,1,2.74.0,2024-12-03 01:34:02,LABEL_0,0.9998607635498047
Mantap sangat membantu,5,2.74.0,2024-12-03 01:32:21,LABEL_0,0.9998681545257568
Sangat baik,5,2.72.0,2024-12-03 01:28:52,LABEL_0,0.9998960494995117
Lumayan baik,5,2.74.0,2024-12-03 01:27:22,LABEL_0,0.9999186992645264
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍😘🥰🥰😘🥰,5,2.72.0,2024-12-03 01:27:08,LABEL_1,0.9997761845588684
Apa apan jdi mudah,5,2.74.0,2024-12-03 01:24:30,LABEL_0,0.9993287324905396
gacor,5,,2024-12-03 01:24:07,LABEL_0,0.9998878240585327
Orang kkllyouoooyooo,4,2.72.0,2024-12-03 01:09:28,LABEL_1,0.9997608065605164
"Me,udahkan dalam transaksi keuangan",5,2.74.0,2024-12-03 01:05:05,LABEL_1,0.999600350856781
jelek 👎,1,,2024-12-03 01:01:57,LABEL_0,0.9998792409896851
Bagus mantap,5,,2024-12-03 01:00:34,LABEL_1,0.9973536729812622
"Aplikasi yang sangat keren 👍 , dengan BRImo ini semua jadi mudah 😊 , selain gampang cara buat dan buka tabungan nya kita juga otomatis mempunyai mobile banking dan internet banking , pokok nya aplikasi idola saya BRImo ini 😍 , Good luck terus 👍.",5,2.74.0,2024-12-03 00:56:38,LABEL_1,0.9998842477798462
Dengan aplikasi BRImo buka rekening jadi mudah ga ribet 👍 internet banking nya pun lancar ga lelet😊 yuk tunggu apalagi punya mbanking di hp dengan mudah😘😁,5,2.74.0,2024-12-03 00:45:02,LABEL_1,0.9998579025268555
Tolong pebaiki lagii sayang mau login sinyal bagus kok susah masuk tertera sinyal kurang bagus katanya padahal kuota full,1,2.72.0,2024-12-03 00:44:22,LABEL_0,0.9999299049377441
Baru pertama pakai,5,2.74.0,2024-12-03 00:43:05,LABEL_0,0.9997339844703674
"BRImo adalah aplikasi mobile banking resmi dari PT Bank Rakyat Indonesia (Persero) Tbk yang dirancang untuk memberikan kemudahan dalam melakukan berbagai transaksi keuangan secara digital. Dengan rating tinggi 4,7 di Google Play Store dan lebih dari 1 juta ulasan, aplikasi ini telah mendapatkan kepercayaan luas dari pengguna. Fitur Utama: 1. Transaksi 24/7: Anda dapat melakukan transfer, pembayaran tagihan, pembelian pulsa, hingga top-up dompet digital kapan saja dan di mana saja. 2. Pendaft",5,,2024-12-03 00:40:34,LABEL_1,0.9995465874671936
BRImon mobile aplikasi yg memudahkan dlm bertransaksi.. Semua serba bisa pakai BRImo..,5,,2024-12-03 00:34:09,LABEL_1,0.999879002571106
Mantap,5,2.73.0,2024-12-03 00:28:08,LABEL_1,0.9820002913475037
Bagus bngt,5,,2024-12-03 00:25:16,LABEL_1,0.997624933719635
Bagus,5,,2024-12-03 00:24:41,LABEL_1,0.9978862404823303
"Ingin menjadikan brimo sebagai solusi segala pembayaran. Eh beli pulsa prosesnya lama masuknya, kapok to loll",1,2.74.0,2024-12-03 00:18:33,LABEL_0,0.9995582699775696
"Sebenarnya aplikasi ini sangat memudahkan nasabah untuk bisa bertransaksi seperti bank lainnya. Namun sangat di sayangkan ketika mau masuk susah banget! Apalagi kalo terkendala lupa ID/pass, padahal sudah minta lupa akun/pass dan sudah diberikan kode OTP. Tapi tetap tidak bisa masuk. Aneh sih",2,2.74.0,2024-12-03 00:17:11,LABEL_0,0.9998446702957153
Bagus banget,5,2.74.0,2024-12-03 00:15:56,LABEL_0,0.8500499129295349
Bagus,5,,2024-12-03 00:11:56,LABEL_1,0.9978862404823303
Sangat membantu dan kerja sangat bagus,5,2.72.0,2024-12-03 00:03:01,LABEL_1,0.991716206073761
Mantaap bgt dah,5,2.74.0,2024-12-03 00:00:09,LABEL_0,0.9998863935470581
Mudah d gunakan tidak ribet,5,2.74.0,2024-12-02 23:59:12,LABEL_0,0.999925971031189
Sangat Memudahkan,5,2.74.0,2024-12-02 23:52:27,LABEL_0,0.9983838796615601
Biasa,4,2.67.1,2024-12-02 23:49:59,LABEL_0,0.9998782873153687
Ok,5,2.74.0,2024-12-02 23:44:54,LABEL_0,0.9997263550758362
Puas,5,2.74.0,2024-12-02 23:42:38,LABEL_0,0.9997637867927551
BRImo memudahkan buka rekening baru dengan cepat dan praktis! 💳 Aplikasi mobile banking ini punya fitur lengkap yang sangat membantu. 👍 Sangat puas menggunakan layanan BRImo! 🌟,5,,2024-12-02 23:42:13,LABEL_1,0.9998537302017212
Bagus,5,2.74.0,2024-12-02 23:41:39,LABEL_1,0.9978862404823303
Mempermudah nasabah dalam segala hal,5,2.74.0,2024-12-02 23:41:20,LABEL_1,0.9996345043182373
Minta rating mulu,3,2.72.0,2024-12-02 23:39:41,LABEL_0,0.9999313354492188
Sngat bagus,5,2.74.0,2024-12-02 23:36:07,LABEL_0,0.9801025986671448
Tolong kepada pihak BRI . Kembalikan sistem sperti sebelum nya Kenapa sekarang saat tranfer > memasukan pin > loading mulu (loading lama) :(,4,2.74.0,2024-12-02 23:31:57,LABEL_0,0.9999154806137085
"Aplikasi aneh,,habis transfer berhasil,beberapa jam kemudian mau login lagi ga bisa,udah dicoba berkali-kali tetep gak bisa.. Padahal akun sudah tersimpan digmail secara otomatis.. Mohon diperbaiki min,biar sama"" Nyaman",1,2.74.0,2024-12-02 23:28:28,LABEL_0,0.9999008178710938
Mntap,5,2.74.0,2024-12-02 23:28:01,LABEL_0,0.9999196529388428
Bagus..sangat memudahkan transaksi,5,2.74.0,2024-12-02 23:27:50,LABEL_1,0.9997828602790833
Aplikasi perbankan yang best bgt,5,2.72.0,2024-12-02 23:27:40,LABEL_1,0.9998340606689453
Terimakasih,5,2.72.0,2024-12-02 23:22:45,LABEL_0,0.999649167060852
Pembayaran mudah dan cepat. Ya walaupun biaya admin lebih mahal sedikit dari yang lain,5,2.72.0,2024-12-02 23:20:54,LABEL_1,0.9987033605575562
ini setelah d apdaed laporan kok mental yaa,5,2.74.0,2024-12-02 23:20:40,LABEL_0,0.9999361038208008
Lebih mudah dan cepat.untuk bertransaksi.,5,,2024-12-02 23:19:50,LABEL_1,0.9997174143791199
Pokoknya cukup bintang yang menilai,5,2.74.0,2024-12-02 23:18:13,LABEL_1,0.9859921336174011
Mudah dan cepat,4,2.74.0,2024-12-02 23:17:21,LABEL_1,0.9993038177490234
Info,5,2.74.0,2024-12-02 23:16:27,LABEL_1,0.9861045479774475
Siip.,5,2.74.0,2024-12-02 23:12:43,LABEL_0,0.9997788071632385
Mantap,5,2.74.0,2024-12-02 23:12:04,LABEL_1,0.9820002913475037
Jos,5,2.72.0,2024-12-02 23:08:23,LABEL_0,0.9998959302902222
Buruk banget. Uda berhasil daftr .pas mau login user & pwd gak ditemukan kan aneh,5,,2024-12-02 23:03:37,LABEL_0,0.9999334812164307
Kenapa kalau buka blokir karena salah ketik username dan password susah sekali,1,2.74.0,2024-12-02 22:56:49,LABEL_0,0.9999266862869263
Cukup mudah untuk pendaftaran di Brimo,5,2.73.0,2024-12-02 22:56:07,LABEL_0,0.9993255138397217
Good,5,2.73.0,2024-12-02 22:53:34,LABEL_1,0.9998272061347961
Aman dan cepat dalam bertransaksi,5,2.74.0,2024-12-02 22:52:02,LABEL_1,0.9994226694107056
"Tampilan sudah bagus, mudah digunakan. Tetapi jika melakukan transaksi pada malah hari sering gagal dan menghambat aktivitas pembayaran.",3,2.74.0,2024-12-02 22:50:17,LABEL_0,0.9994943141937256
"Aplikasi BRImo benar-benar mempermudah aktivitas perbankan saya! Dengan fitur mobile banking, saya bisa cek saldo, transfer, bayar tagihan, dan bahkan buka rekening baru langsung dari aplikasi. Semua prosesnya cepat, aman, dan praktis. Tidak perlu lagi repot ke bank, semuanya bisa dilakukan kapan saja dan di mana saja. Fitur-fiturnya lengkap dan tampilannya juga user-friendly. Sangat puas menggunakan BRImo untuk kebutuhan keuangan sehari-hari! 👍📱💳",5,2.74.0,2024-12-02 22:48:19,LABEL_1,0.9997591376304626
Amplikasi ini sangat bermanfaat sekali Terimakasih banyak dengan idea ini,5,2.74.0,2024-12-02 22:47:55,LABEL_1,0.9998515844345093
"Brimo sangat membantu mempercepat transaksi,apalagi saat dibutuhkan kecepatan...brimo mantab.",5,2.72.0,2024-12-02 22:46:41,LABEL_1,0.9997767806053162
Memumdahkan untuk bertransaksi dan terlalu sering update,5,2.74.0,2024-12-02 22:46:13,LABEL_0,0.9999053478240967
Ngk zaman nya lagi tarik tunai pake kartu.. dg BRImo BRI kita bisa tarik tunai tanpa kartu.. selain itu kita jg bisa top up ewallet.. mo gopay dana ato ovo dll semua bisa. Selain itu msh bnyk lagi fitur² yang menarik yg bisa memudahkan kita dlm bertransaksi.,5,,2024-12-02 22:44:32,LABEL_1,0.9988144636154175
Cepat dan bisa untuk berbagai macam transaksi,5,2.72.0,2024-12-02 22:42:43,LABEL_0,0.9998993873596191
Sangat mudah 😎,5,2.74.0,2024-12-02 22:42:22,LABEL_0,0.9998921155929565
Biar bintang yg berbicara,5,2.74.0,2024-12-02 22:35:40,LABEL_1,0.9994398951530457
"Aplikasi gk jelas,mau daftar aj mintak referral,kode apa itu dimasukkan gk bisa bisa.klo pakebonanpakebonan wonder dr bni mudah,mohon bantu daftar,apa kode referral itu sih",1,2.72.0,2024-12-02 22:32:43,LABEL_0,0.9998888969421387
cukup membantu,5,,2024-12-02 22:31:24,LABEL_0,0.9998539686203003
Buat daftar susah... nomor hp tidak sesuai padahal nomor udah sesuai dan terdaftar brimo,1,2.74.0,2024-12-02 22:27:23,LABEL_0,0.9999192953109741
"Sangat memudahkan, untuk via transfer",4,2.74.0,2024-12-02 22:25:50,LABEL_0,0.9962325692176819
Mantap,5,2.74.0,2024-12-02 22:25:50,LABEL_1,0.9820002913475037
Sangat membantu banget,5,2.72.0,2024-12-02 22:21:46,LABEL_1,0.9997555613517761
Brimo membantu saya,5,2.72.0,2024-12-02 22:20:55,LABEL_1,0.9959030747413635
Cinta yang tak kalah penting,2,2.72.0,2024-12-02 22:20:01,LABEL_0,0.9998723268508911
Oke,5,2.74.0,2024-12-02 22:18:14,LABEL_0,0.9997300505638123
sukses trus ya Brimo,5,2.74.0,2024-12-02 22:17:06,LABEL_1,0.9997207522392273
Bagus tapi kenapa terus menerus minta update.,5,2.72.0,2024-12-02 22:16:32,LABEL_0,0.9998012185096741
"Menggunakan BRImo lebih mudah, nyaman & aman.",5,2.74.0,2024-12-02 22:13:38,LABEL_1,0.999817430973053
Senang menggunakan brimo ini transaksi sangt simpel g riby top deh kasih bintang 1000 kalo ada,5,2.74.0,2024-12-02 22:13:37,LABEL_1,0.998988926410675
Aplikasi yang sangat membantu,5,2.74.0,2024-12-02 22:12:12,LABEL_0,0.9995570778846741
"Kebanyakan di gangguan,gangguan setiap hari,setiap menit,setiap detik Bank paling jelek di Indonesia",1,2.74.0,2024-12-02 22:09:59,LABEL_0,0.9999029636383057
brimo mobil bankkingku,3,2.72.0,2024-12-02 22:09:43,LABEL_0,0.9448449015617371
"Tranfer tanpa ribet, ya di BRImo dong pastinya 😁 cek saldo tanpa harus ke ATM, ya di BRImo pastinya 😁",5,,2024-12-02 22:05:36,LABEL_1,0.9997932314872742
"buat pin gagal mulu, slalu muncul SIXS",5,2.74.0,2024-12-02 22:05:18,LABEL_0,0.9999233484268188
Lemot woii,4,2.74.0,2024-12-02 22:04:26,LABEL_0,0.9999184608459473
mantap boss qu,5,2.74.0,2024-12-02 22:02:05,LABEL_1,0.9996127486228943
Alhamdulillah BANK sangat baik layanan nya.,5,2.72.0,2024-12-02 22:01:24,LABEL_1,0.9998037219047546
Udah masukin passwordnya dengan sesuai arahan tp blom juga bisa login ini kenapa,4,2.74.0,2024-12-02 22:00:31,LABEL_0,0.999913215637207
"BRImo mobile banking membantu saya dalam mengelola kuangan😄, fitur fitur yang di berikan cukup mudah di pahami😁 Aplikasi ini rekomended👍",5,2.74.0,2024-12-02 21:58:50,LABEL_1,0.9998230338096619
Sangat membantu,5,2.74.0,2024-12-02 21:54:37,LABEL_0,0.9348582029342651
Mudah untuk transaksi pembayaran dan pengiriman,5,,2024-12-02 21:53:10,LABEL_1,0.9996868371963501
Sangat menarik,5,2.72.0,2024-12-02 21:51:28,LABEL_1,0.9996364116668701
terbaik,5,2.73.0,2024-12-02 21:48:37,LABEL_0,0.9998795986175537
Sangat cepat,5,2.74.0,2024-12-02 21:48:12,LABEL_1,0.9981715679168701
Simpel dan mudah digunakan,5,2.73.0,2024-12-02 21:46:44,LABEL_0,0.9102113842964172
Baik,5,2.72.0,2024-12-02 21:45:24,LABEL_0,0.8662340641021729
"Sementara bintang 3 dulu ya, soalx mau verifikasi wajah gagal Mulu, disuruh ulang atw coba nanti. Udah dicoba ulang2 masih aja GK bisa",3,2.74.0,2024-12-02 21:44:29,LABEL_0,0.9999063014984131
Transaksi cepat & mudah,5,,2024-12-02 21:42:24,LABEL_1,0.9996597766876221
BRI mo sangat membantu saya melakukan urusan transaksi.sangat mudah digunakan wajib di beri bintang 5 ini aplikasi mantap,5,2.74.0,2024-12-02 21:41:19,LABEL_1,0.9998596906661987
"Sangat membantu mengirim dan menerima uang, pokoknya puas banget",5,2.72.0,2024-12-02 21:39:54,LABEL_1,0.999749481678009
Bagus,5,2.74.0,2024-12-02 21:39:48,LABEL_1,0.9978862404823303
baik,5,2.72.0,2024-12-02 21:36:47,LABEL_0,0.9998003840446472
Kenapa saya buka brimo selalu keluar trus Tolong lah,1,2.70.0,2024-12-02 21:35:55,LABEL_0,0.9999217987060547
Mudah dan efisien,5,2.74.0,2024-12-02 21:32:32,LABEL_1,0.9963458180427551
"suka sii, mempermudah, tapi serung bgt gabisa masuk brimo krn jaringan jelek katanya, pdhl jaringan oke.",4,2.74.0,2024-12-02 21:30:57,LABEL_0,0.9998531341552734
Memuaskan dalam pelayanan EBanking,5,2.72.0,2024-12-02 21:29:30,LABEL_1,0.999090313911438
Dengan menggunakan brimo lebih mudah dlm transaksi tanpa harus ke bank lgi,5,2.74.0,2024-12-02 21:28:30,LABEL_1,0.9997242093086243
tidak bisa di donload,1,,2024-12-02 21:27:54,LABEL_0,0.9999104738235474
mempermudah dalam bertransaksi,5,2.72.0,2024-12-02 21:27:18,LABEL_1,0.987237811088562
"apk nggak jelas.daftar sampai 10x gagal terus.alasan foto kurang jelas.apa memang kayak gini ya.bintang 1 pantas buat BRImo,sekarang saya untuk unistall aja.daripda menganggu.",1,2.74.0,2024-12-02 21:25:07,LABEL_0,0.9998891353607178
Memudahkan setiap transaksi 🤗👍,5,2.74.0,2024-12-02 21:23:56,LABEL_1,0.9998581409454346
Transaksi mudah dan cepat,5,2.73.0,2024-12-02 21:23:29,LABEL_1,0.9996349811553955
Sangat lancar bertransaksi Kalau bisa pitur pinjam saldo nya dong Gimana cara mengajukan nya Pinjaman nya,5,2.74.0,2024-12-02 21:17:28,LABEL_1,0.9996172189712524
Tranfer cepat,5,2.74.0,2024-12-02 21:16:41,LABEL_1,0.999607503414154
good,5,2.74.0,2024-12-02 21:16:36,LABEL_1,0.999810516834259
Baik pelayanannya,5,,2024-12-02 21:15:48,LABEL_0,0.9983205199241638
Sangat membantu,5,2.74.0,2024-12-02 21:13:51,LABEL_0,0.9348582029342651
Aku sangat suka brimo,5,,2024-12-02 21:13:40,LABEL_1,0.9994074106216431
Jossss,5,,2024-12-02 21:13:32,LABEL_0,0.999822199344635
Ok,5,2.74.0,2024-12-02 21:11:55,LABEL_0,0.9997263550758362
"Mau buka rekening susah banget dah, katanya kendala koneksi internet, padahal udah pake jaringan 5G. Habis itu pas verif wajah gagal mulu, padahal udah sesuai instruksi, kalo perlu verif wajah manual aja pake manusia jgn pake sistem, thanks🤞",1,2.74.0,2024-12-02 21:11:18,LABEL_0,0.99991774559021
Transaksi menjadi lebih mudah,5,2.72.0,2024-12-02 21:03:39,LABEL_1,0.9996465444564819
Internet banking yang sangat membantu disaat ada urusan yg sangat sangat mendesak dan penting,5,,2024-12-02 21:01:29,LABEL_1,0.9986578226089478
Bank BRI kurang banget pelayanan,1,2.74.0,2024-12-02 21:00:30,LABEL_0,0.999923825263977
Brimo memang oke,5,2.72.0,2024-12-02 20:55:00,LABEL_1,0.9994683861732483
Transaksi perbankan terbaik,5,2.74.0,2024-12-02 20:54:18,LABEL_1,0.9996658563613892
"ceria biaya pencairan mahal bgt 50rb. mendingan ke shopee. bank bumn kok gini. memalukan. gimana mau dapet, orang2 juga pada mikir mendingan ke shopee pinjam",1,2.74.0,2024-12-02 20:53:43,LABEL_0,0.9998421669006348
Sangat Membantu,5,2.73.0,2024-12-02 20:53:16,LABEL_0,0.9646068811416626
Sangat cepat&sangat mudah bgt untuk kesemua transaksi,5,,2024-12-02 20:51:11,LABEL_1,0.9990672469139099
Ok cuma hp belum konpletibek,5,,2024-12-02 20:50:11,LABEL_0,0.9999297857284546
Memudahkan sekali untuk transferan 😍,5,2.74.0,2024-12-02 20:48:45,LABEL_0,0.9959948062896729
keren,5,2.72.0,2024-12-02 20:47:49,LABEL_1,0.9998267292976379
THE BEST.......,5,2.74.0,2024-12-02 20:41:32,LABEL_0,0.978103518486023
Brimo ok,5,2.72.0,2024-12-02 20:41:12,LABEL_1,0.9984625577926636
Buka rekening lewat brimo gampang banget. Gaperlu antri ke bank .Prosesnya cepet sehari jadi. Tinggal ambil atm sama buku tabungan di bank. Simple banget😃😃😃,5,2.74.0,2024-12-02 20:40:27,LABEL_1,0.9995959401130676
Sangat recomended brimo di gunakan tampilan sangat enak di lihat proses m banking sangat cepat dan tidak lelet pakai qris juga bisa,5,2.72.0,2024-12-02 20:37:39,LABEL_1,0.999762237071991
Bagus,5,2.74.0,2024-12-02 20:36:16,LABEL_1,0.9978862404823303
"Mempermudah transaksi online saya, terimakasih",5,2.72.0,2024-12-02 20:36:11,LABEL_1,0.9978229999542236
Good,5,,2024-12-02 20:34:41,LABEL_1,0.9998272061347961
Mantap,5,2.74.0,2024-12-02 20:33:06,LABEL_1,0.9820002913475037
Ternyata punya amplikasi Brimo sangat mudah untuk ber transaksi semua bank. Makasih brimo🥰,5,2.74.0,2024-12-02 20:32:15,LABEL_1,0.9999029636383057
Sangat membantu.,5,2.74.0,2024-12-02 20:30:51,LABEL_0,0.7694200277328491
Luar biasa oh mygat,5,2.72.0,2024-12-02 20:30:35,LABEL_1,0.9998114705085754
Cepat dan efisien 👍👍👍👍,5,2.73.0,2024-12-02 20:29:26,LABEL_1,0.9998020529747009
saya suka menggunakan brimo selain memberikan kemudahan dan jugak gampang digunakan,5,2.72.0,2024-12-02 20:28:53,LABEL_1,0.999657392501831
"Mudah, cepat dan gak ribet.",5,2.74.0,2024-12-02 20:28:41,LABEL_1,0.9973732233047485
Mantap,5,2.72.0,2024-12-02 20:24:03,LABEL_1,0.9820002913475037
Baik,5,2.59.0,2024-12-02 20:23:47,LABEL_0,0.8662340641021729
Aplikasi BRImo sangat membantu saya dalam melakukan transaksi dan sangat mudah digunakan,5,2.74.0,2024-12-02 20:21:52,LABEL_1,0.9997699856758118
Lumayan tapi belum terlalu paham.,5,,2024-12-02 20:20:46,LABEL_0,0.9999340772628784
Mantap semua jadi mudah,5,2.72.0,2024-12-02 20:20:18,LABEL_1,0.9997319579124451
Tolong perbaiki lagi konfirmasi password kedua tidak bisa di gunakan pihak brimo,1,2.74.0,2024-12-02 20:20:15,LABEL_0,0.9999291896820068
Mantappp,5,,2024-12-02 20:19:28,LABEL_0,0.999900221824646
Keren bgt,5,2.72.0,2024-12-02 20:18:11,LABEL_1,0.9998326301574707
Mantap,5,2.74.0,2024-12-02 20:13:41,LABEL_1,0.9820002913475037
Gak bisa login pdhal sudah benar nama user sama paswordnya,2,,2024-12-02 20:10:15,LABEL_0,0.9998319149017334
Ok,5,2.74.0,2024-12-02 20:05:57,LABEL_0,0.9997263550758362
"Aplikasi yg bagus dan sangat menbantu,tentunya aman buat nasabah",5,2.72.0,2024-12-02 20:02:44,LABEL_1,0.9983162879943848
Login nya sangat susah,5,2.72.0,2024-12-02 19:58:14,LABEL_0,0.9999392032623291
Boleh lah sangat membantu,3,2.72.0,2024-12-02 19:54:52,LABEL_0,0.9781213402748108
"sangat memuaskan,mudah cepat",5,2.74.0,2024-12-02 19:54:38,LABEL_0,0.9701477885246277
Saya kecewa memakai brimo pengaduan saya sudah 2 hari tidak ada kepastiannya sama sekali Pembelia qrisnya suka eror,1,2.74.0,2024-12-02 19:52:32,LABEL_0,0.9999408721923828
Sangat bermanfaat,5,2.74.0,2024-12-02 19:50:24,LABEL_0,0.9997846484184265
Jadi lebih mudah dengan aplikasi BRImo,5,2.74.0,2024-12-02 19:47:55,LABEL_1,0.9921936988830566
Sudah setahun pake Brimo Hari ini tiba2 tdk bisa login padahal username sama pasword sudah benar Kira2 kenapa yaa,5,,2024-12-02 19:47:11,LABEL_0,0.9999206066131592
Memudahkan kami 🙏🏽Terimakasih..,5,2.73.0,2024-12-02 19:45:39,LABEL_1,0.9998718500137329
Good,4,2.74.0,2024-12-02 19:45:32,LABEL_1,0.9998272061347961
Sangat membantu,5,2.72.0,2024-12-02 19:45:26,LABEL_0,0.9348582029342651
"Brimo bank digital yg sangat bagus untuk transfer dan untuk menyimpan uang karena sangat menjamin keamanan nasabah, semoga brimo pelayanan nya di tingkatkan. Dan memberi jaminan ke nasabah nya",5,,2024-12-02 19:43:53,LABEL_1,0.9996724128723145
"Aplikasi financial terbaik untuk beragam transaksi kapanpun dan dimanapun...beragam transaksi yg ditawarkan mulai dari online on boarding baik dari dalam maupun luar negeri.. pembayaran ..pembelian..investasi..m bangking,,asuransi hingga pencatatan keuangan ,,setorbtunai .tarik tunai..bayar tagihan listrik PDAM dan masih banyak lainnya...keren sih❤️",5,2.72.0,2024-12-02 19:40:01,LABEL_1,0.9997535347938538
"Terimakasih, sangat membantu",5,,2024-12-02 19:39:15,LABEL_1,0.998847484588623
Seper cepat,5,,2024-12-02 19:38:19,LABEL_1,0.9997277855873108
"Brimo sekarang di kenakan biaya SMS nya cukup besar dulu mah engak kaya itu ,, sekali transaksi apa ada yang transfer di kena biaya 750 trus sehari ada 4 sampe 5 transaksi kan lumayan , agak kecewa sihh",3,,2024-12-02 19:37:54,LABEL_0,0.9995073080062866
Pertahankan👍👍👍👍,5,2.73.0,2024-12-02 19:36:48,LABEL_1,0.9988757967948914
Susah daftarnya. Bolak balik gagal terus,1,2.74.0,2024-12-02 19:35:48,LABEL_0,0.999932050704956
"sangat berguna dipelosok pun lancar, asal ada jaringan internet",5,2.72.0,2024-12-02 19:35:38,LABEL_1,0.9888983368873596
terimakasih apkasi berimo bagus namu ada 2 hal namun nasabah yah susah mendapkan kartuh atm yah,3,,2024-12-02 19:33:21,LABEL_0,0.9999052286148071
Bagus,4,2.74.0,2024-12-02 19:32:49,LABEL_1,0.9978862404823303
GIM,5,2.74.0,2024-12-02 19:26:19,LABEL_0,0.9998888969421387
Bagus dan mamfaat,5,2.74.0,2024-12-02 19:25:08,LABEL_1,0.9978340268135071
"Aplikasinya sangat bagus, mudah di gunakan dan sangat membantu sekali",5,2.73.0,2024-12-02 19:24:32,LABEL_1,0.9997356534004211
Fitur2 nya mudh tdk membingungkan 👍,5,2.74.0,2024-12-02 19:23:19,LABEL_1,0.9997283816337585
